damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
0.5,20,04,20:45:00,2023,기타,산53-1,주산지,청송,주왕산,경북,20,목요일,04,14:50:00,2023
1.2,17,04,16:05:00,2023,기타,산172,평팔,안동,일직,경북,17,월요일,04,11:56:00,2023
0.04,27,05,13:33:00,2023,기타,산53-2,봉양,정선,정선,강원,27,토요일,05,12:28:00,2023
0.4,27,05,11:00:00,2023,입산자실화,산98,장지,화성,,경기,27,토요일,05,04:23:00,2023
0.03,25,05,16:37:00,2023,담뱃불실화,산178-1,금주,포천,영중,경기,25,목요일,05,14:37:00,2023
0.05,25,05,14:25:00,2023,기타,산5-6,송천,장수,장계,전북,25,목요일,05,12:48:00,2023
0.02,24,05,13:00:00,2023,입산자실화,산64,불정,문경,,경북,24,수요일,05,11:13:00,2023
0.01,22,05,20:20:00,2023,기타,산58-2,막계,과천,,경기,22,월요일,05,19:39:00,2023
0.01,12,05,15:30:00,2023,입산자실화,산25-1,죽전,합천,가야,경남,12,금요일,05,13:48:00,2023
0.01,12,05,09:29:00,2023,입산자실화,산183-1,연산,연제,,부산,12,금요일,05,09:08:00,2023
0.01,10,05,17:17:00,2023,기타,322-1,간파,연천,전곡,경기,10,수요일,05,16:12:00,2023
0.1,10,05,14:30:00,2023,기타,산38,사창,화천,사내,강원,10,수요일,05,12:01:00,2023
0.1,26,04,13:50:00,2023,기타,20-39,미곡,,,세종,26,수요일,04,11:20:00,2023
0.01,09,04,17:45:00,2023,입산자실화,산120-1,동부,동,,울산,09,일요일,04,17:16:00,2023
0.5,09,04,16:30:00,2023,입산자실화,산63-1,창,평창,미탄,강원,09,일요일,04,14:15:00,2023
0.01,09,04,12:57:00,2023,기타,산190,대광,연천,신서,경기,09,일요일,04,12:12:00,2023
0.01,07,12,13:56:00,2023,입산자실화,산18-3,전구,영주,풍기,경북,07,목요일,12,12:32:00,2023
0.02,07,12,13:37:00,2023,기타,산35,중전,제천,금성,충북,07,목요일,12,11:06:00,2023
0.01,07,12,11:30:00,2023,입산자실화,산82-1,외산,고성,동해,경남,07,목요일,12,09:17:00,2023
0.06,07,12,04:50:00,2023,기타,산31-1,보산원,천안 동남,광덕,충남,07,목요일,12,00:41:00,2023
0.01,09,12,18:41:00,2023,기타,산94-3,산곡,의정부,,경기,09,토요일,12,18:24:00,2023
0.02,09,12,15:36:00,2023,기타,산129,중눌,상주,화남,경북,09,토요일,12,14:36:00,2023
0.01,09,12,15:00:00,2023,기타,88-19,황락,서산,해미,충남 ,09,토요일,12,12:52:00,2023
0.01,08,12,11:53:00,2023,입산자실화,산65,운전,해남,북일,전남,08,금요일,12,10:50:00,2023
0.2,04,12,18:00:00,2023,기타,산98-1,오전,광주,남한산성,경기,04,월요일,12,15:08:00,2023
0.26,04,12,15:14:00,2023,기타,122-5,전포매,양양,현남,강원,04,월요일,12,13:39:00,2023
0.02,04,12,12:55:00,2023,기타,산34-1,호원,의정부,,경기,04,월요일,12,12:18:00,2023
0.01,03,12,13:35:00,2023,쓰레기소각,산115,양야,완주,고산,전북,03,일요일,12,12:19:00,2023
0.02,03,12,12:27:00,2023,담뱃불실화,4-1,남곡,금남,,세종,03,일요일,12,12:10:00,2023
0.2,03,12,12:21:00,2023,기타,산3,운산,성주,용암,경북,03,일요일,12,10:09:00,2023
0.2,03,12,02:20:00,2023,건축물화재비화,산3-11,속달,군포,,경기,03,일요일,12,00:10:00,2023
0.02,02,12,12:59:00,2023,기타,산4-11,유목정,홍천,남,강원,02,토요일,12,11:39:00,2023
0.01,01,12,15:30:00,2023,기타,49-3,원포,양양,현남,강원,01,금요일,12,14:22:00,2023
1.5,01,12,02:10:00,2023,건축물화재비화,산110외2필지,백운,성주,수륜,경북,30,목요일,11,22:10:00,2023
0.3,30,11,12:44:00,2023,입산자실화,산41,대한,경산,와촌,경북,30,목요일,11,11:40:00,2023
0.01,28,11,12:30:00,2023,건축물화재비화,산287,덕산,밀양,초동,경남,28,화요일,11,10:29:00,2023
0.04,27,11,10:17:00,2023,건축물화재비화,산123-13,대흥,울진,울진,경북,27,월요일,11,08:28:00,2023
0.01,26,11,19:23:00,2023,기타,산153-1,소호,울주,상북,울산,26,일요일,11,18:42:00,2023
0.09,26,11,11:55:00,2023,농산부산물소각,산25-1,위만,문경,산양,경북,26,일요일,11,10:36:00,2023
0.01,26,11,09:30:00,2023,입산자실화,산12,화산,울주,서생,울산,26,일요일,11,08:07:00,2023
0.13,25,11,01:20:00,2023,건축물화재비화,807-1,노포,금정,,부산,24,금요일,11,22:55:00,2023
0.1,23,11,22:25:00,2023,건축물화재비화,산177,북지,봉화,물야,경북,23,목요일,11,21:01:00,2023
3,22,11,03:00:00,2023,입산자실화,산115외2필지,봉항,천안 동남,병천,충남,21,화요일,11,20:05:00,2023
0.03,21,11,15:30:00,2023,기타,산84,원,양구,국토정중앙,강원,21,화요일,11,14:22:00,2023
1,20,11,17:01:00,2023,기타,산28,두음,봉화,소천,경북,20,월요일,11,12:43:00,2023
0.1,18,11,19:08:00,2023,건축물화재비화,산34,구성,고성,죽왕,강원,18,토요일,11,18:39:00,2023
0.01,17,11,17:15:00,2023,건축물화재비화,산10-2,능원,용인 처인,모현,경기,17,금요일,11,16:24:00,2023
0.06,13,11,15:51:00,2023,기타,산174,도원,양평,청운,경기,13,월요일,11,14:56:00,2023
0.01,13,11,16:41:00,2023,입산자실화,산223-1,오지,서산,대산,충남,13,월요일,11,13:25:00,2023
0.01,13,11,11:00:00,2023,입산자실화,산61,예안,김해,대동,경남,13,월요일,11,08:58:00,2023
0.01,12,11,16:40:00,2023,건축물화재비화,산10-2,가곡,평택,진위,경기,12,일요일,11,15:06:00,2023
0.5,11,11,14:10:00,2023,건축물화재비화,산36,매곡,이천,호법,경기,11,토요일,11,12:59:00,2023
0.07,09,11,16:31:00,2023,건축물화재비화,산27,굴지,홍천,북방,강원,09,목요일,11,15:41:00,2023
0.2,09,11,17:00:00,2023,입산자실화,산12-21,용대,인제,북하,강원,09,목요일,11,11:15:00,2023
0.04,14,03,17:00:00,2023,입산자실화,산119-1,상둔,거제,둔덕,경남,14,화요일,03,14:49:00,2023
3,14,03,16:50:00,2023,기타,895-1,평촌,금산,부리,충남,14,화요일,03,14:36:00,2023
1.93,14,03,17:48:00,2023,기타,526-13,태평,여주,가남,경기,14,화요일,03,13:58:00,2023
0.3,14,03,16:00:00,2023,기타,산155,사석,남원,대강,전북,14,화요일,03,13:54:00,2023
0.06,14,03,15:45:00,2023,기타,산29,소서,옥천,청성,충북,14,화요일,03,13:41:00,2023
0.16,14,03,14:30:00,2023,기타,50-13,삼현,홍천,영귀미,강원,14,화요일,03,13:37:00,2023
0.03,14,03,15:02:00,2023,기타,산52-1,봉서,파주,파주,경기,14,화요일,03,13:30:00,2023
0.01,14,03,15:00:00,2023,기타,산17,상장,보은,탄부,충북,14,화요일,03,12:44:00,2023
0.1,14,03,13:50:00,2023,농산부산물소각,산15,장송,예천,개포,경북,14,화요일,03,12:30:00,2023
0.01,12,03,17:00:00,2023,담뱃불실화,산11-1,석수,안양,만안,경기,12,일요일,03,14:39:00,2023
0.5,12,03,08:51:00,2023,건축물화재비화,산78,위태,하동,옥종,경남,12,일요일,03,03:56:00,2023
0.01,10,03,16:42:00,2023,입산자실화,산153-7,원산,함양,병곡,경남,10,금요일,03,15:57:00,2023
0.27,10,03,16:19:00,2023,농산부산물소각,산26-23,용암,남양주,별내,경기,10,금요일,03,14:58:00,2023
1,10,03,18:30:00,2023,입산자실화,56-2,봉양,정읍,입암,전북,10,금요일,03,13:05:00,2023
1,10,03,16:30:00,2023,농산부산물소각,산55-1,추정,청주 상당,낭성,충북,10,금요일,03,13:04:00,2023
0.5,10,03,14:55:00,2023,담뱃불실화,산35,봉산,상주,공성,경북,10,금요일,03,12:10:00,2023
0.01,03,03,20:20:00,2023,기타,산115-1,부평,여주,강천,경기,03,금요일,03,19:32:00,2023
0.26,03,03,20:15:00,2023,입산자실화,산44-6,청람,전동,,세종,03,금요일,03,18:06:00,2023
0.02,03,03,18:07:00,2023,쓰레기소각,산87-1,삼성,양평,용문,경기,03,금요일,03,17:25:00,2023
0.03,03,03,15:35:00,2023,입산자실화,산2-3,어방,김해,,경남,03,금요일,03,14:16:00,2023
47,04,03,11:57:00,2023,농산부산물소각,산15,망용,순천,월등,전남,03,금요일,03,14:13:00,2023
40,04,03,17:00:00,2023,기타,산62,무창,영양,영양,경북,03,금요일,03,14:11:00,2023
2,03,03,17:55:00,2023,쓰레기소각,산62-1,봉갑,공주,신풍,충남,03,금요일,03,14:02:00,2023
0.08,03,03,13:23:00,2023,입산자실화,213-4,남산,광산,,광주,03,금요일,03,12:44:00,2023
0.1,03,03,13:48:00,2023,농산부산물소각,577-2,반곡,태안,태안,충남,03,금요일,03,11:58:00,2023
0.03,03,03,11:34:00,2023,쓰레기소각,177-9,대원,홍성,홍동,충남,03,금요일,03,10:57:00,2023
0.09,03,03,12:30:00,2023,쓰레기소각,산100,가화,부여,충화,충남,03,금요일,03,10:41:00,2023
0.03,03,03,09:10:00,2023,건축물화재비화,산25,도전,정선,임계,강원,03,금요일,03,08:10:00,2023
0.1,03,03,01:50:00,2023,기타,산4-4,시곡,당진,,충남,03,금요일,03,00:16:00,2023
0.3,27,02,21:15:00,2023,담뱃불실화,산68,망천,안동,임동,경북,27,월요일,02,18:42:00,2023
0.01,27,02,18:50:00,2023,기타,152.0,명천,보령,,충남,27,월요일,02,18:03:00,2023
8,28,02,02:30:00,2023,농산부산물소각,산22,반포,창녕,남지,경남,27,월요일,02,17:01:00,2023
1.7,27,02,18:48:00,2023,기타,산41-13,수영,금산,복수,충남,27,월요일,02,15:08:00,2023
0.1,27,02,14:07:00,2023,기타,산33-1,죽정,고성,현내,강원,27,월요일,02,13:00:00,2023
0.15,27,02,14:27:00,2023,농산부산물소각,산101,오곡,함안,칠원,경남,27,월요일,02,12:35:00,2023
0.3,27,02,15:50:00,2023,건축물화재비화,125-1,제성,익산,웅포,전북,27,월요일,02,12:26:00,2023
0.2,27,02,14:14:00,2023,기타,산90,신덕,상주,함창,경북,27,월요일,02,11:50:00,2023
0.1,27,02,12:37:00,2023,기타,산16-2,병포,포항,구룡포,경북,27,월요일,02,11:37:00,2023
0.01,27,02,11:15:00,2023,쓰레기소각,401-2,원천,홍성,홍동,충남,27,월요일,02,10:34:00,2023
0.1,23,02,21:50:00,2023,기타,224-1,청룡,공주,의당,충남,23,목요일,02,20:07:00,2023
0.5,23,02,17:50:00,2023,농산부산물소각,산21,오목,의령,유곡,경남,23,목요일,02,16:18:00,2023
0.2,23,02,18:11:00,2023,입산자실화,산81,북곡,봉화,명호,경북,23,목요일,02,15:33:00,2023
0.03,23,02,14:00:00,2023,기타,산160-1,시례,북,,울산,23,목요일,02,13:22:00,2023
0.2,23,02,16:00:00,2023,건축물화재비화,산30,중마읍,삼척,노곡,강원,23,목요일,02,12:14:00,2023
0.03,15,02,16:30:00,2023,기타,산54-1,눌왕,연기,,세종,15,수요일,02,15:50:00,2023
0.1,15,02,15:35:00,2023,기타,238-1,박곡,용인 처인,백암,경기,15,수요일,02,15:00:00,2023
0.03,15,02,04:50:00,2023,입산자실화,산18-4,지귀,창원,의창,경남,15,수요일,02,04:01:00,2023
0.02,08,02,18:38:00,2023,입산자실화,산105-2,반월,장흥,유치,전남,08,수요일,02,16:51:00,2023
0.15,08,02,16:05:00,2023,기타,산78-1,흑석,서,,대전,08,수요일,02,14:52:00,2023
0.3,08,02,17:30:00,2023,쓰레기소각,572.0,여호,고흥,점암,전남,08,수요일,02,13:44:00,2023
0.5,08,02,17:00:00,2023,입산자실화,산97,사곡,진주,수곡,경남,08,수요일,02,13:17:00,2023
0.01,05,02,21:40:00,2023,기타,산16-4,망경,진주,,경남,05,일요일,02,20:16:00,2023
0.02,05,02,21:35:00,2023,기타,산12,용당,양산,원동,경남,05,일요일,02,20:11:00,2023
0.01,05,02,19:50:00,2023,쓰레기소각,산84,운산,함양,백전,경남,05,일요일,02,18:37:00,2023
0.2,05,02,17:40:00,2023,쓰레기소각,산62,계로,나주,문평,전남,05,일요일,02,15:20:00,2023
0.1,05,02,15:51:00,2023,기타,산8-3,죽곡,김해,진영,경남,05,일요일,02,15:00:00,2023
0.2,05,02,16:40:00,2023,건축물화재비화,산22-6,구룡,순창,팔덕,전북,05,일요일,02,14:29:00,2023
0.03,05,02,16:07:00,2023,기타,산22-1,신월,광주,초월,경기,05,일요일,02,14:23:00,2023
0.9,02,02,02:30:00,2023,기타,산151,정명,울진,기성,경북,01,수요일,02,22:32:00,2023
0.2,01,02,20:58:00,2023,입산자실화,산56,궁근전,울주,상북,울산,01,수요일,02,19:46:00,2023
0.09,17,03,18:00:00,2023,쓰레기소각,산43,월평,기장,장관,부산,17,금요일,03,16:23:00,2023
0.15,17,03,07:00:00,2023,건축물화재비화,산57-21,신영,공주,사곡,충남,17,금요일,03,05:02:00,2023
4,17,03,11:24:00,2023,기타,산22,아사,경산,진량,경북,17,금요일,03,04:20:00,2023
0.8,23,05,20:00:00,2023,기타,산182,창촌,횡성,서원,강원,23,화요일,05,16:52:00,2023
0.02,23,05,16:45:00,2023,입산자실화,산50,민락,의정부,,경기,23,화요일,05,16:30:00,2023
0.1,23,05,15:50:00,2023,쓰레기소각,31079.0,용두,고양,덕양,경기,23,화요일,05,14:43:00,2023
0.01,23,05,14:39:00,2023,기타,605-4,흥선,청도,이서,경북,23,화요일,05,13:39:00,2023
0.13,18,05,02:01:00,2023,담뱃불실화,산84-1,중,화성,,경기,17,수요일,05,21:42:00,2023
0.02,17,05,17:40:00,2023,입산자실화,264-2,용포,,,세종,17,수요일,05,16:35:00,2023
0.3,17,05,13:00:00,2023,기타,산554,대화,평창,대화,강원,17,수요일,05,11:10:00,2023
0.5,17,05,14:30:00,2023,기타,146,원당,당진,,충남,17,수요일,05,10:44:00,2023
0.8,28,04,20:00:00,2023,입산자실화,산30,월용,청주 상당,미원,충북,28,금요일,04,15:16:00,2023
0.03,28,04,15:54:00,2023,담뱃불실화,산78-1,복대,여주,흥천,경기,28,금요일,04,14:38:00,2023
0.3,28,04,15:00:00,2023,쓰레기소각,산69,산성,정읍,옹동,전북,28,금요일,04,11:55:00,2023
0.03,16,04,18:00:00,2023,건축물화재비화,산89-5,귀여,광주,남송,경기,16,일요일,04,14:45:00,2023
0.01,16,04,15:52:00,2023,기타,산127,예미,정선,신동,강원,16,일요일,04,13:54:00,2023
0.01,16,04,13:08:00,2023,입산자실화,산206-1,성당,달서,,대구,16,일요일,04,12:22:00,2023
0.13,10,04,15:47:00,2023,담뱃불실화,46.0,수직,화성,향남,경기,10,월요일,04,14:10:00,2023
0.5,04,04,00:00:00,2023,입산자실화,344-94,용곡,천안,동남,충남,03,월요일,04,21:39:00,2023
2.5,04,04,13:00:00,2023,기타,산106,역평,금산,남이,충남,03,월요일,04,17:20:00,2023
0.66,03,04,16:00:00,2023,기타,산95-1,주북,용인 처인,양지,경기,03,월요일,04,14:47:00,2023
210,04,04,18:00:00,2023,기타,산40,오운,영주,평은,경북,03,월요일,04,14:15:00,2023
0.8,04,04,03:00:00,2023,입산자실화,산8,학동,광주,초월,경기,03,월요일,04,14:15:00,2023
0.07,03,04,15:00:00,2023,담뱃불실화,261-29,선창,아산,선장,충남,03,월요일,04,13:33:00,2023
0.5,03,04,15:20:00,2023,기타,산164-2,예밀,영월,김삿갓,강원,03,월요일,04,13:07:00,2023
190,04,04,17:15:00,2023,기타,산179-3,봉산,순천,송광,전남,03,월요일,04,13:02:00,2023
475,04,04,18:00:00,2023,쓰레기소각,산128,연암,함평,대동,전남,03,월요일,04,12:19:00,2023
27,04,04,21:00:00,2023,기타,산160,팔당,남양주,와부,경기,03,월요일,04,12:18:00,2023
1.6,03,04,10:03:00,2023,기타,621.0,주원,포천,창수,경기,03,월요일,04,05:47:00,2023
0.1,02,04,21:40:00,2023,담뱃불실화,산15-1,생연,동두천,,경기,02,일요일,04,21:15:00,2023
0.16,02,04,23:30:00,2023,기타,산73,마장,파주,광탄,경기,02,일요일,04,19:45:00,2023
0.5,02,04,23:30:00,2023,기타,산50-6,판암,동,,대전,02,일요일,04,18:24:00,2023
0.02,02,04,18:10:00,2023,입산자실화,산15,당본,함양,안의,경남,02,일요일,04,17:19:00,2023
2,04,04,14:00:00,2023,기타,264-3,어전,고흥,금산,전남,02,일요일,04,16:15:00,2023
1.5,03,04,18:00:00,2023,입산자실화,산89,화죽,정읍,산외,전북,02,일요일,04,16:07:00,2023
0.16,02,04,18:00:00,2023,기타,산10,월암,홍성,금마,충남,02,일요일,04,15:52:00,2023
0.1,02,04,17:51:00,2023,입산자실화,23-5,저두,강진,대구,전남,02,일요일,04,15:36:00,2023
4,03,04,14:10:00,2023,농산부산물소각,산74-9,송곡,고창,상하,전북,02,일요일,04,15:29:00,2023
0.7,02,04,18:05:00,2023,기타,1097-2,오지,철원,동송,강원,02,일요일,04,15:24:00,2023
15,03,04,00:15:00,2023,담뱃불실화,산69-7,동사,부여,세도,충남,02,일요일,04,15:03:00,2023
1,02,04,19:00:00,2023,기타,산13-21,안창,원주,지정,강원,02,일요일,04,15:03:00,2023
1,02,04,16:59:00,2023,기타,산41,길현,연천,백학,경기,02,일요일,04,14:51:00,2023
0.5,02,04,21:40:00,2023,입산자실화,산79-4,대봉,성주,용암,경북,02,일요일,04,14:47:00,2023
0.5,27,03,17:15:00,2023,기타,산387-1,자등,철원,서,강원,27,월요일,03,14:56:00,2023
0.03,27,03,14:23:00,2023,기타,산4-1,추정,금산,추부,충남,27,월요일,03,13:55:00,2023
1,27,03,14:00:00,2023,입산자실화,산124-4,덕천,진안,마령,전북,27,월요일,03,12:10:00,2023
0.04,25,03,18:30:00,2023,농산부산물소각,산36-2,봉성,보령,미산,충남,25,토요일,03,16:49:00,2023
0.07,25,03,14:09:00,2023,담뱃불실화,산43-4,동교,포천,,경기,25,토요일,03,13:11:00,2023
0.2,16,03,00:27:00,2023,건축물화재비화,"산54-5,282-6",상사창,하남,,경기,15,수요일,03,22:20:00,2023
0.5,27,01,17:50:00,2023,기타,산15-5,대의,영천,고령,경북,27,금요일,01,14:27:00,2023
0.1,13,01,06:30:00,2023,기타,산190-4,금곡,김해,한림,경남,13,금요일,01,02:16:00,2023
0.05,10,01,15:20:00,2023,기타,산44,두포,고성,삼산,경남,10,화요일,01,13:55:00,2023
0.05,06,01,20:15:00,2023,기타,산171,양주,고흥,남양,전남,06,금요일,01,15:20:00,2023
0.03,06,01,13:30:00,2023,입산자실화,산9,상평,고창,고수,전북,06,금요일,01,12:45:00,2023
0.6,29,01,15:00:00,2023,농산부산물소각,산11,대대,순천,,전남,29,일요일,01,12:16:00,2023
0.1,29,01,18:00:00,2023,쓰레기소각,산226-2,용당,양산,원동,경남,29,일요일,01,10:58:00,2023
0.01,22,01,14:10:00,2023,기타,313-2,초천,울주,웅촌,울산,22,일요일,01,13:35:00,2023
0.01,22,01,11:27:00,2023,기타,626-1,양곡,창원,성산,경남,22,일요일,01,11:07:00,2023
0.02,31,01,12:34:00,2023,기타,산33,심곡,동해,,강원,31,화요일,01,11:41:00,2023
0.02,30,01,16:20:00,2023,기타,901.0,고산,울주,온양,울산,30,월요일,01,15:18:00,2023
0.12,25,01,17:08:00,2023,쓰레기소각,산38,도곡,여주,금사,경기,25,수요일,01,16:13:00,2023
0.06,23,01,14:00:00,2023,건축물화재비화,산64,이은,함양,함양,경남,23,월요일,01,12:35:00,2023
0.8,22,01,00:20:00,2023,기타,산161,구암,고흥,도화,전남,21,토요일,01,15:57:00,2023
0.3,21,01,15:40:00,2023,기타,산18-4,방이,무주,적상,전북,21,토요일,01,13:25:00,2023
0.03,21,01,17:00:00,2023,농산부산물소각,산48,연사,거제,연초,경남,21,토요일,01,13:19:00,2023
0.01,21,01,13:40:00,2023,기타,산6-9,우산,원주,,강원,21,토요일,01,13:00:00,2023
0.1,11,01,13:30:00,2023,기타,산138,하거노,삼척,미로,강원,11,수요일,01,11:45:00,2023
0.03,05,01,06:14:00,2023,기타,산22-1,과곡,문경,산양,경북,05,목요일,01,04:37:00,2023
0.05,02,01,16:54:00,2023,기타,산44,현내,예천,감천,경북,02,월요일,01,14:30:00,2023
0.33,02,01,12:30:00,2023,기타,296-8,이작,옹진,자월,인천,02,월요일,01,11:33:00,2023
0.09,01,01,16:50:00,2023,기타,산56-4,대은,예천,용궁,경북,01,일요일,01,13:57:00,2023
0.05,02,04,16:30:00,2023,담뱃불실화,산12,청운,김제,금구,전북,02,일요일,04,14:45:00,2023
0.03,02,04,14:38:00,2023,기타,산19,거모,시흥,,경기,02,일요일,04,14:10:00,2023
70,03,04,16:00:00,2023,농산부산물소각,377.0,내현,보령,청라,충남,02,일요일,04,13:46:00,2023
4,02,04,17:50:00,2023,쓰레기소각,569-16,일람,서산,성연,충남,02,일요일,04,13:11:00,2023
889.36,04,04,17:00:00,2023,입산자실화,산24-3,신대,금산,복수,충남,02,일요일,04,12:24:00,2023
0.2,02,04,13:35:00,2023,기타,산14-1,도화,제천,청풍,충북,02,일요일,04,12:10:00,2023
1.5,02,04,16:30:00,2023,기타,산247-1,신복,양평,옥천,경기,02,일요일,04,12:10:00,2023
3.86,02,04,17:45:00,2023,기타,산100-8,율석,남양주,와부,경기,02,일요일,04,11:56:00,2023
6,04,04,09:00:00,2023,담뱃불실화,362-7,부암,종로,,서울,02,일요일,04,11:53:00,2023
35,04,04,18:00:00,2023,기타,산5,보현,군위,소보,경북,02,일요일,04,11:48:00,2023
25,03,04,18:00:00,2023,담뱃불실화,산6외43필지,이평,옥천,군북,충북,02,일요일,04,11:23:00,2023
68,02,04,20:27:00,2023,기타,산166,사성,당진,대호지,충남,02,일요일,04,11:19:00,2023
0.1,02,04,13:20:00,2023,기타,산110,중산,포항 북,송라,경북,02,일요일,04,11:14:00,2023
3,02,04,16:30:00,2023,기타,산133외3필지,망미,양평,지평,경기,02,일요일,04,11:00:00,2023
1454,04,04,16:41:00,2023,담뱃불실화,538.0,중,홍성,서부,충남,02,일요일,04,11:00:00,2023
0.19,02,04,14:47:00,2023,쓰레기소각,20.0,마산,화성,송산,경기,02,일요일,04,10:05:00,2023
1.1,02,04,18:52:00,2023,입산자실화,325-3,송전,천안,목천,충남,02,일요일,04,09:56:00,2023
1.2,02,04,15:00:00,2023,기타,산105-1,명덕,천안 동남,북,충남,02,일요일,04,09:50:00,2023
0.5,02,04,11:21:00,2023,입산자실화,산6,산수,서산,해미,충남,02,일요일,04,08:47:00,2023
0.3,02,04,11:00:00,2023,입산자실화,산116,대상,남원,산동,전북,02,일요일,04,05:44:00,2023
0.03,01,04,20:39:00,2023,입산자실화,산80-1,우아1가,전주,덕진,전북,01,토요일,04,18:50:00,2023
0.01,01,04,19:30:00,2023,담뱃불실화,산31-1,남방,양주,,경기,01,토요일,04,18:25:00,2023
0.1,01,04,20:00:00,2023,농산부산물소각,산12-1,가공,서천,기산,충남,01,토요일,04,17:37:00,2023
0.06,01,04,19:11:00,2023,쓰레기소각,산131,부항,광주,곤지암,경기,01,토요일,04,17:01:00,2023
0.3,01,04,19:00:00,2023,기타,산168-5,백호,해남,옥천,전남,01,토요일,04,16:40:00,2023
0.26,01,04,15:40:00,2023,쓰레기소각,산47,고탄,춘천,사북,강원,01,토요일,04,13:44:00,2023
0.33,02,04,15:08:00,2023,쓰레기소각,626-2,정문,화성,양감,경기,01,토요일,04,12:46:00,2023
0.1,01,04,13:40:00,2023,입산자실화,산111,대포,산청,삼장,경남,01,토요일,04,11:22:00,2023
0.03,04,04,21:40:00,2023,건축물화재비화,산48,사리현,고양,일산동,경기,04,화요일,04,19:44:00,2023
0.22,04,04,17:00:00,2023,담뱃불실화,산102,율,서천,비인,충남,04,화요일,04,15:17:00,2023
0.5,04,04,17:00:00,2023,입산자실화,산124-1,학산,함평,손불,전남,04,화요일,04,14:20:00,2023
0.09,04,04,13:38:00,2023,기타,산149,남양,화성,남양,경기,04,화요일,04,11:51:00,2023
0.1,04,04,13:44:00,2023,입산자실화,산6-1,수문,보성,안양,전남,04,화요일,04,10:50:00,2023
1,04,04,13:10:00,2023,입산자실화,산31,지산,천안,목천,충남,04,화요일,04,05:45:00,2023
0.01,20,06,19:00:00,2023,기타,산64,남현,관악,,서울,20,화요일,06,15:16:00,2023
2,27,05,09:00:00,2023,입산자실화,산70,대화,평창,대화,강원,26,금요일,05,22:16:00,2023
0.05,26,05,16:20:00,2023,쓰레기소각,산101-2,평장,원주,소초,강원,26,금요일,05,15:07:00,2023
0.04,11,04,17:50:00,2023,입산자실화,산82-29,문산,경주,외동,경북,11,화요일,04,16:25:00,2023
119.92,14,04,14:00:00,2023,기타,산20-1,난곡,강릉,,강원,11,화요일,04,08:30:00,2023
0.1,02,05,13:23:00,2023,농산부산물소각,산47-1,장현,서산,지곡,충남,02,화요일,05,11:31:00,2023
0.01,27,04,19:03:00,2023,입산자실화,산12,신천,시흥,,경기,27,목요일,04,17:26:00,2023
0.03,27,04,17:07:00,2023,기타,산45-12,기은,서산,대산,충남,27,목요일,04,14:17:00,2023
1,27,04,17:30:00,2023,기타,산86,신송,진안,동향,전북,27,목요일,04,11:40:00,2023
0.06,24,04,18:00:00,2023,입산자실화,산86,화제,양산,원동,경남,24,월요일,04,16:49:00,2023
0.05,24,04,14:39:00,2023,쓰레기소각,산58,대곡,진주,대곡,경남,24,월요일,04,13:34:00,2023
0.01,24,04,12:00:00,2023,입산자실화,산15-5,미룡,군산,,전북,24,월요일,04,10:01:00,2023
0.01,24,04,09:30:00,2023,건축물화재비화,171-10,경신,양주,남,경기,24,월요일,04,08:39:00,2023
0.1,24,04,07:40:00,2023,입산자실화,산41-1,두성,음성,맹동,충북,24,월요일,04,06:22:00,2023
0.16,12,04,18:10:00,2023,기타,산191-4,가을,옹진,백령,인천,12,수요일,04,16:39:00,2023
0.1,12,04,15:30:00,2023,입산자실화,산30-1,수문,장흥,안양,전남,12,수요일,04,13:50:00,2023
0.1,12,04,19:00:00,2023,기타,산11,대악,장성,북하,전남,12,수요일,04,13:45:00,2023
0.01,04,04,13:00:00,2022,쓰레기소각,234.0,금왕,양평,양동,경기,04,월요일,04,12:15:00,2022
0.02,04,04,12:57:00,2022,입산자실화,산165,다운,중,,울산,04,월요일,04,11:30:00,2022
1,04,04,13:00:00,2022,기타,산51-1,남회룡,봉화,소천,경북,04,월요일,04,07:06:00,2022
0.1,03,04,17:07:00,2022,입산자실화,산34-1,갈천,보은,마로,충북,03,일요일,04,15:47:00,2022
0.1,03,04,16:29:00,2022,입산자실화,산29,황상,구미,,경북,03,일요일,04,15:23:00,2022
0.01,03,04,17:30:00,2022,기타,산2-27,종암,성북,,서울,03,일요일,04,14:27:00,2022
0.1,03,04,15:09:00,2022,쓰레기소각,산374-2,두산,울주,범서,울산,03,일요일,04,14:27:00,2022
0.09,03,04,12:40:00,2022,농산부산물소각,산141,내척,남원,,전북,03,일요일,04,12:00:00,2022
0.03,02,04,17:00:00,2022,입산자실화,산50,국수,양평,양서,경기,02,토요일,04,15:53:00,2022
5,03,04,14:40:00,2022,기타,산27,소천,무주,설천,전북,02,토요일,04,15:22:00,2022
0.01,02,04,16:30:00,2022,건축물화재비화,산87,기산,공주,계룡,충남,02,토요일,04,14:33:00,2022
0.15,02,04,16:00:00,2022,쓰레기소각,산12-14,광내,여주,세종대왕,경기,02,토요일,04,14:05:00,2022
0.09,02,04,16:15:00,2022,농산부산물소각,산31-1,이패,남양주,,경기,02,토요일,04,13:35:00,2022
0.5,02,04,15:10:00,2022,쓰레기소각,산128,담곡,연천,신서,경기,02,토요일,04,11:54:00,2022
